boot_id,n_spacing_modes,spacing_mode_center_1,jitter_boundary_1,jitter_boundary_2,occupancy_boundary_1,occupancy_boundary_2
271,1,2.3193359375,0.28459560045119464,0.30118632883178226,0.21818181818181817,0.2823793490460157
272,1,2.3193359375,0.28459560045119464,0.30118632883178226,0.21818181818181817,0.2823793490460157
273,1,2.3193359375,0.2840817661155349,0.29334401481188344,0.20606060606060606,0.2424242424242424
274,1,2.3193359375,0.2821146747955156,0.2938578491475432,0.21818181818181817,0.2424242424242424
275,1,2.3193359375,0.28160084045985584,0.29334401481188344,0.21818181818181817,0.2424242424242424
276,1,2.3193359375,0.28577891463763516,0.3048505686739018,0.2,0.21212121212121213
277,1,2.3193359375,0.2821146747955156,0.30118632883178226,0.20606060606060606,0.21818181818181817
278,1,2.3193359375,0.29283018047622367,0.30118632883178226,0.2,0.21212121212121213
279,1,2.3193359375,0.2923163461405639,0.29334401481188344,0.19012345679012346,0.23636363636363633
280,1,2.3193359375,0.2882598402933142,0.3048505686739018,0.2,0.21212121212121213
281,1,2.3193359375,0.2799644761030204,0.296555204483608,0.20606060606060606,0.27025813692480355
282,1,2.3193359375,0.29283018047622367,0.2938578491475432,0.21818181818181817,0.2545454545454545
283,1,2.3193359375,0.2923163461405639,0.29334401481188344,0.1961840628507295,0.2424242424242424
284,1,2.3193359375,0.28160084045985584,0.29334401481188344,0.20606060606060606,0.21818181818181817
285,1,2.3193359375,0.28160084045985584,0.2923163461405639,0.19012345679012346,0.21212121212121213
286,1,2.3193359375,0.28459560045119464,0.2938578491475432,0.2545454545454545,0.2823793490460157
287,1,2.3193359375,0.2840817661155349,0.29334401481188344,0.20606060606060606,0.2424242424242424
288,1,2.3193359375,0.2840817661155349,0.29334401481188344,0.2303030303030303,0.2545454545454545
289,1,2.3193359375,0.27748355044734135,0.2799644761030204,0.21818181818181817,0.27025813692480355
290,1,2.3193359375,0.28459560045119464,0.30118632883178226,0.21818181818181817,0.2823793490460157
